id,drought_stress_factor_1_to_5,growth_scenario,market_gravity
6_8,2,low_growth,100
6_9,3,low_growth,100
8_0,5,low_growth,100
8_1,5,low_growth,100
12_0,5,low_growth,100
12_1,5,low_growth,100
13_0,2,low_growth,100
13_1,2,low_growth,100
13_2,2,low_growth,100
13_3,3,low_growth,100
13_4,3,low_growth,100
13_5,3,low_growth,100
13_6,3,low_growth,100
13_7,2,low_growth,100
13_8,2,low_growth,100
17_0,4,low_growth,100
17_1,4,low_growth,100
17_10,4,low_growth,100
17_2,4,low_growth,100
17_3,4,low_growth,100
17_4,4,low_growth,100
17_5,4,low_growth,100
17_6,4,low_growth,100
17_7,4,low_growth,100
17_8,4,low_growth,100
17_9,4,low_growth,100
19_0,1,low_growth,100
19_1,2,low_growth,100
19_2,1,low_growth,100
19_3,1,low_growth,100
19_4,1,low_growth,100
19_5,1,low_growth,100
19_6,1,low_growth,100
19_7,1,low_growth,100
19_8,1,low_growth,100
21_0,1,low_growth,100
21_1,1,low_growth,100
25_0,3,low_growth,100
27_0,5,low_growth,100
29_0,1,low_growth,100
31_0,1,low_growth,100
31_1,1,low_growth,100
31_2,2,low_growth,100
31_3,2,low_growth,100
31_4,1,low_growth,100
31_5,2,low_growth,100
32_0,1,low_growth,100
32_1,1,low_growth,100
32_2,1,low_growth,100
32_3,1,low_growth,100
32_4,1,low_growth,100
34_0,5,low_growth,100
34_1,5,low_growth,100
34_2,5,low_growth,100
34_3,5,low_growth,100
34_4,5,low_growth,100
34_5,1,low_growth,100
36_0,5,low_growth,100
36_1,5,low_growth,100
36_2,5,low_growth,100
36_3,5,low_growth,100
36_4,5,low_growth,100
36_5,5,low_growth,100
37_0,4,low_growth,100
37_1,4,low_growth,100
37_2,4,low_growth,100
37_3,4,low_growth,100
38_0,3,low_growth,100
38_1,2,low_growth,100
38_2,2,low_growth,100
38_3,2,low_growth,100
38_4,2,low_growth,100
38_5,2,low_growth,100
39_0,3,low_growth,100
39_1,3,low_growth,100
39_2,3,low_growth,100
40_0,2,low_growth,100
41_0,3,low_growth,100
41_1,3,low_growth,100
41_2,3,low_growth,100
41_3,1,low_growth,100
41_4,1,low_growth,100
41_5,1,low_growth,100
41_6,1,low_growth,100
41_7,1,low_growth,100
41_8,1,low_growth,100
41_9,1,low_growth,100
42_0,4,low_growth,100
42_1,4,low_growth,100
42_2,4,low_growth,100
42_3,4,low_growth,100
42_4,4,low_growth,100
42_5,4,low_growth,100
42_6,4,low_growth,100
45_0,3,low_growth,100
45_1,3,low_growth,100
45_2,3,low_growth,100
47_0,5,low_growth,100
47_1,5,low_growth,100
48_0,4,low_growth,100
48_1,4,low_growth,100
48_10,4,low_growth,100
48_11,4,low_growth,100
48_12,4,low_growth,100
48_13,4,low_growth,100
48_14,4,low_growth,100
48_15,4,low_growth,100
48_16,4,low_growth,100
48_17,4,low_growth,100
48_18,4,low_growth,100
48_19,4,low_growth,100
48_2,4,low_growth,100
48_20,4,low_growth,100
48_21,4,low_growth,100
48_22,4,low_growth,100
48_23,4,low_growth,100
