id,drought_stress_factor_1_to_5,growth_scenario,market_gravity
51_18,1,low_growth,100
51_19,1,low_growth,100
51_2,1,low_growth,100
51_20,1,low_growth,100
51_21,4,low_growth,100
51_22,1,low_growth,100
51_23,1,low_growth,100
51_24,4,low_growth,100
51_25,1,low_growth,100
51_26,1,low_growth,100
51_27,1,low_growth,100
51_28,1,low_growth,100
51_29,1,low_growth,100
51_3,1,low_growth,100
51_30,1,low_growth,100
51_31,1,low_growth,100
51_32,1,low_growth,100
51_33,1,low_growth,100
51_34,1,low_growth,100
51_35,1,low_growth,100
51_36,1,low_growth,100
51_37,1,low_growth,100
51_38,1,low_growth,100
51_39,1,low_growth,100
51_4,1,low_growth,100
51_40,1,low_growth,100
51_41,1,low_growth,100
51_42,1,low_growth,100
51_43,1,low_growth,100
51_44,1,low_growth,100
51_45,1,low_growth,100
51_46,1,low_growth,100
51_47,1,low_growth,100
51_48,1,low_growth,100
51_49,1,low_growth,100
51_5,1,low_growth,100
51_50,1,low_growth,100
51_51,1,low_growth,100
51_6,1,low_growth,100
51_7,1,low_growth,100
51_8,1,low_growth,100
51_9,1,low_growth,100
53_0,1,low_growth,100
53_1,1,low_growth,100
53_2,1,low_growth,100
53_3,5,low_growth,100
53_4,1,low_growth,100
53_5,1,low_growth,100
53_6,5,low_growth,100
53_7,5,low_growth,100
56_0,5,low_growth,100
56_1,5,low_growth,100
